time,value,f
2026-04-20 00:00:00,14.3,"0,0,0"
2026-04-20 00:06:00,14.3,"0,0,0"
2026-04-20 00:12:00,14.4,"0,0,0"
2026-04-20 00:18:00,14.4,"0,0,0"
2026-04-20 00:24:00,14.4,"0,0,0"
2026-04-20 00:30:00,14.4,"0,0,0"
2026-04-20 00:36:00,14.4,"0,0,0"
2026-04-20 00:42:00,14.4,"0,0,0"
2026-04-20 00:48:00,14.4,"0,0,0"
2026-04-20 00:54:00,14.5,"0,0,0"
2026-04-20 01:00:00,14.5,"0,0,0"
2026-04-20 01:06:00,14.5,"0,0,0"
2026-04-20 01:12:00,14.6,"0,0,0"
2026-04-20 01:18:00,14.5,"0,0,0"
2026-04-20 01:24:00,14.5,"0,0,0"
2026-04-20 01:30:00,14.5,"0,0,0"
2026-04-20 01:36:00,14.5,"0,0,0"
2026-04-20 01:42:00,14.5,"0,0,0"
2026-04-20 01:48:00,14.5,"0,0,0"
2026-04-20 01:54:00,14.5,"0,0,0"
2026-04-20 02:00:00,14.5,"0,0,0"
2026-04-20 02:06:00,14.5,"0,0,0"
2026-04-20 02:12:00,14.5,"0,0,0"
2026-04-20 02:18:00,14.5,"0,0,0"
2026-04-20 02:24:00,14.5,"0,0,0"
2026-04-20 02:30:00,14.5,"0,0,0"
2026-04-20 02:36:00,14.5,"0,0,0"
2026-04-20 02:42:00,14.5,"0,0,0"
2026-04-20 02:48:00,14.5,"0,0,0"
2026-04-20 02:54:00,14.5,"0,0,0"
2026-04-20 03:00:00,14.5,"0,0,0"
2026-04-20 03:06:00,14.5,"0,0,0"
2026-04-20 03:12:00,14.5,"0,0,0"
2026-04-20 03:18:00,14.6,"0,0,0"
2026-04-20 03:24:00,14.6,"0,0,0"
2026-04-20 03:30:00,14.6,"0,0,0"
2026-04-20 03:36:00,14.6,"0,0,0"
2026-04-20 03:42:00,14.6,"0,0,0"
2026-04-20 03:48:00,14.6,"0,0,0"
2026-04-20 03:54:00,14.5,"0,0,0"
2026-04-20 04:00:00,14.5,"0,0,0"
2026-04-20 04:06:00,14.5,"0,0,0"
2026-04-20 04:12:00,14.5,"0,0,0"
2026-04-20 04:18:00,14.5,"0,0,0"
2026-04-20 04:24:00,14.5,"0,0,0"
2026-04-20 04:30:00,14.5,"0,0,0"
2026-04-20 04:36:00,14.5,"0,0,0"
2026-04-20 04:42:00,14.5,"0,0,0"
2026-04-20 04:48:00,14.5,"0,0,0"
2026-04-20 04:54:00,14.5,"0,0,0"
2026-04-20 05:00:00,14.5,"0,0,0"
2026-04-20 05:06:00,14.5,"0,0,0"
2026-04-20 05:12:00,14.5,"0,0,0"
2026-04-20 05:18:00,14.5,"0,0,0"
2026-04-20 05:24:00,14.5,"0,0,0"
2026-04-20 05:30:00,14.5,"0,0,0"
2026-04-20 05:36:00,14.5,"0,0,0"
2026-04-20 05:42:00,14.5,"0,0,0"
2026-04-20 05:48:00,14.5,"0,0,0"
2026-04-20 05:54:00,14.5,"0,0,0"
2026-04-20 06:00:00,14.5,"0,0,0"
2026-04-20 06:06:00,14.5,"0,0,0"
2026-04-20 06:12:00,14.5,"0,0,0"
2026-04-20 06:18:00,14.5,"0,0,0"
2026-04-20 06:24:00,14.5,"0,0,0"
2026-04-20 06:30:00,14.5,"0,0,0"
2026-04-20 06:36:00,14.5,"0,0,0"
2026-04-20 06:42:00,14.5,"0,0,0"
2026-04-20 06:48:00,14.5,"0,0,0"
2026-04-20 06:54:00,14.5,"0,0,0"
2026-04-20 07:00:00,14.5,"0,0,0"
2026-04-20 07:06:00,14.5,"0,0,0"
2026-04-20 07:12:00,14.5,"0,0,0"
2026-04-20 07:18:00,14.5,"0,0,0"
2026-04-20 07:24:00,14.5,"0,0,0"
2026-04-20 07:30:00,14.5,"0,0,0"
2026-04-20 07:36:00,14.5,"0,0,0"
2026-04-20 07:42:00,14.5,"0,0,0"
2026-04-20 07:48:00,14.5,"0,0,0"
2026-04-20 07:54:00,14.5,"0,0,0"
2026-04-20 08:00:00,14.5,"0,0,0"
2026-04-20 08:06:00,14.5,"0,0,0"
2026-04-20 08:12:00,14.5,"0,0,0"
2026-04-20 08:18:00,14.5,"0,0,0"
2026-04-20 08:24:00,14.5,"0,0,0"
2026-04-20 08:30:00,14.5,"0,0,0"
2026-04-20 08:36:00,14.5,"0,0,0"
2026-04-20 08:42:00,14.5,"0,0,0"
2026-04-20 08:48:00,14.5,"0,0,0"
2026-04-20 08:54:00,14.5,"0,0,0"
2026-04-20 09:00:00,14.5,"0,0,0"
2026-04-20 09:06:00,14.5,"0,0,0"
2026-04-20 09:12:00,14.5,"0,0,0"
2026-04-20 09:18:00,14.5,"0,0,0"
2026-04-20 09:24:00,14.5,"0,0,0"
2026-04-20 09:30:00,14.5,"0,0,0"
2026-04-20 09:36:00,14.5,"0,0,0"
2026-04-20 09:42:00,14.5,"0,0,0"
2026-04-20 09:48:00,14.5,"0,0,0"
2026-04-20 09:54:00,14.5,"0,0,0"
2026-04-20 10:00:00,14.5,"0,0,0"
2026-04-20 10:06:00,14.5,"0,0,0"
2026-04-20 10:12:00,14.5,"0,0,0"
2026-04-20 10:18:00,14.5,"0,0,0"
2026-04-20 10:24:00,14.5,"0,0,0"
2026-04-20 10:30:00,14.5,"0,0,0"
2026-04-20 10:36:00,14.5,"0,0,0"
2026-04-20 10:42:00,14.5,"0,0,0"
2026-04-20 10:48:00,14.5,"0,0,0"
2026-04-20 10:54:00,14.5,"0,0,0"
2026-04-20 11:00:00,14.5,"0,0,0"
2026-04-20 11:06:00,14.5,"0,0,0"
2026-04-20 11:12:00,14.5,"0,0,0"
2026-04-20 11:18:00,14.5,"0,0,0"
2026-04-20 11:24:00,14.5,"0,0,0"
2026-04-20 11:30:00,14.5,"0,0,0"
2026-04-20 11:36:00,14.4,"0,0,0"
2026-04-20 11:42:00,14.4,"0,0,0"
2026-04-20 11:48:00,14.4,"0,0,0"
2026-04-20 11:54:00,14.4,"0,0,0"
2026-04-20 12:00:00,14.4,"0,0,0"
2026-04-20 12:06:00,14.5,"0,0,0"
2026-04-20 12:12:00,14.5,"0,0,0"
2026-04-20 12:18:00,14.5,"0,0,0"
2026-04-20 12:24:00,14.5,"0,0,0"
2026-04-20 12:30:00,14.5,"0,0,0"
2026-04-20 12:36:00,14.5,"0,0,0"
2026-04-20 12:42:00,14.5,"0,0,0"
2026-04-20 12:48:00,14.4,"0,0,0"
2026-04-20 12:54:00,14.4,"0,0,0"
2026-04-20 13:00:00,14.4,"0,0,0"
2026-04-20 13:06:00,14.4,"0,0,0"
2026-04-20 13:12:00,14.4,"0,0,0"
2026-04-20 13:18:00,14.4,"0,0,0"
2026-04-20 13:24:00,14.4,"0,0,0"
2026-04-20 13:30:00,14.4,"0,0,0"
2026-04-20 13:36:00,14.4,"0,0,0"
2026-04-20 13:42:00,14.4,"0,0,0"
2026-04-20 13:48:00,14.4,"0,0,0"
2026-04-20 13:54:00,14.3,"0,0,0"
2026-04-20 14:00:00,14.3,"0,0,0"
2026-04-20 14:06:00,14.3,"0,0,0"
2026-04-20 14:12:00,14.3,"0,0,0"
2026-04-20 14:18:00,14.3,"0,0,0"
2026-04-20 14:24:00,14.4,"0,0,0"
2026-04-20 14:30:00,14.4,"0,0,0"
2026-04-20 14:36:00,14.4,"0,0,0"
2026-04-20 14:42:00,14.3,"0,0,0"
2026-04-20 14:48:00,14.3,"0,0,0"
2026-04-20 14:54:00,14.3,"0,0,0"
